sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,priors_count.1,jail_time
Male,59,Greater than 45,African-American,0,0,0,17,(F3),Fail Register Career Offender,0,17,55560
Male,35,25 - 45,African-American,0,0,0,6,(F3),arrest case no charge,1,6,77880
Male,35,25 - 45,African-American,0,0,0,6,(F3),arrest case no charge,1,6,77880
Male,49,Greater than 45,Hispanic,0,0,0,0,(M1),Viol Injunction Protect Dom Vi,0,0,1980
Male,26,25 - 45,Hispanic,0,0,0,5,(F3),arrest case no charge,1,5,76080
Male,21,Less than 25,African-American,0,1,0,2,(F3),Aggravated Assault w/Firearm,1,2,11220
Male,19,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,6300
Male,49,Greater than 45,African-American,0,0,0,29,(F3),Felony Driving While Lic Suspd,1,29,69660
Male,23,Less than 25,Hispanic,0,0,0,1,(F3),arrest case no charge,0,1,24180
Female,37,25 - 45,African-American,0,0,0,23,(M1),Battery,1,23,47940
Male,33,25 - 45,Hispanic,0,0,0,0,(M1),Battery,0,0,57180
Male,20,Less than 25,African-American,1,0,0,1,(F7),arrest case no charge,1,1,85620
Male,20,Less than 25,African-American,1,0,0,1,(F7),arrest case no charge,1,1,85620
Male,28,25 - 45,Caucasian,0,0,0,1,(F3),arrest case no charge,0,1,4320
Male,29,25 - 45,African-American,0,0,0,3,(F3),Pos Cannabis W/Intent Sel/Del,1,3,48960
Male,25,25 - 45,African-American,0,0,1,1,(F3),"Poss 3,4 MDMA (Ecstasy)",1,1,84840
Male,20,Less than 25,African-American,0,0,0,2,(F2),arrest case no charge,1,2,12900
Male,30,25 - 45,Caucasian,0,0,0,3,(M1),Battery,1,3,54600
Male,55,Greater than 45,African-American,0,0,0,5,(F3),Possession of Cocaine,0,5,80880
Male,21,Less than 25,African-American,0,0,1,0,(F3),Possession of Cocaine,0,0,7380
Male,26,25 - 45,Caucasian,0,0,0,0,(M2),DUI Property Damage/Injury,0,0,8160
Female,52,Greater than 45,Caucasian,0,0,0,6,(F3),arrest case no charge,0,6,75960
Male,27,25 - 45,African-American,0,1,2,12,(M1),Battery,0,12,22380
Male,52,Greater than 45,African-American,0,0,0,16,(F3),arrest case no charge,1,16,72300
Male,27,25 - 45,Hispanic,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1,1,3900
Male,60,Greater than 45,Caucasian,0,0,0,2,(M1),DUI Property Damage/Injury,0,2,73020
Male,44,25 - 45,Caucasian,0,0,0,0,(M1),Viol Injunct Domestic Violence,0,0,9120
Male,30,25 - 45,Hispanic,0,0,0,1,(F3),Aggravated Assault W/Dead Weap,0,1,1200
Female,25,25 - 45,African-American,0,0,0,2,(M1),Battery,0,2,65880
Female,29,25 - 45,Caucasian,0,0,0,5,(F3),Possession of Cocaine,0,5,15600
Male,43,25 - 45,Hispanic,0,0,0,4,(F3),Felony Driving While Lic Suspd,0,4,8100
Female,20,Less than 25,Caucasian,0,0,0,4,(F3),arrest case no charge,1,4,75060
Male,28,25 - 45,Caucasian,0,0,0,3,(F3),Possession of Oxycodone,1,3,3000
Male,39,25 - 45,African-American,0,0,0,3,(M1),Battery,1,3,24600
Male,22,Less than 25,Caucasian,0,0,0,1,(F3),Solicitation On Felony 3 Deg,0,1,80400
Male,20,Less than 25,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,1,14040
Male,31,25 - 45,African-American,0,0,0,9,(F3),Aggravated Assault w/Firearm,0,9,61920
Male,24,Less than 25,Caucasian,0,0,0,1,(F3),Possession of Cannabis,1,1,48360
Female,28,25 - 45,African-American,0,0,0,0,(F1),Arson in the First Degree,0,0,3120
Male,35,25 - 45,African-American,0,0,0,10,(F3),arrest case no charge,1,10,70620
Male,30,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,16020
Male,22,Less than 25,African-American,0,0,2,0,(F3),Burglary Conveyance Unoccup,1,0,9120
Male,49,Greater than 45,African-American,0,0,0,0,(M1),Battery,0,0,71580
Male,27,25 - 45,Hispanic,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,6180
Male,39,25 - 45,African-American,0,0,0,9,(F3),"Poss3,4 Methylenedioxymethcath",0,9,18780
Male,30,25 - 45,Caucasian,0,0,0,9,(F1),arrest case no charge,0,9,65880
Female,46,Greater than 45,Other,0,0,0,1,(F2),arrest case no charge,0,1,74160
Male,47,Greater than 45,Other,0,0,0,3,(M1),Criminal Mischief>$200<$1000,0,3,85020
Male,26,25 - 45,African-American,0,0,0,5,(M1),Aggravated Battery,0,5,74280
Male,33,25 - 45,African-American,0,0,0,3,(F3),arrest case no charge,0,3,22440
Male,26,25 - 45,African-American,0,0,0,9,(F3),Driving While License Revoked,0,9,11160
Female,23,Less than 25,African-American,0,0,0,0,(F3),Burglary Conveyance Unoccup,0,0,7500
Female,22,Less than 25,Caucasian,0,0,1,0,(M1),Battery,0,0,18780
Male,49,Greater than 45,Caucasian,0,0,0,0,(M1),Resist/Obstruct W/O Violence,0,0,50100
Female,52,Greater than 45,African-American,0,0,0,0,(F3),Felony Driving While Lic Suspd,1,0,10320
Male,43,25 - 45,African-American,0,0,0,19,(F3),arrest case no charge,0,19,21120
Female,22,Less than 25,African-American,0,0,5,0,(M1),Battery,1,0,82560
Male,24,Less than 25,Other,0,0,0,0,(F3),Felony Battery (Dom Strang),0,0,82380
Male,54,Greater than 45,Caucasian,0,0,0,0,(F3),Corrupt Public Servant,0,0,6300
Male,50,Greater than 45,African-American,0,0,0,2,(M2),Disorderly Intoxication,0,2,82860
Male,20,Less than 25,African-American,0,0,4,2,(F3),Grand Theft in the 3rd Degree,1,2,12480
Male,25,25 - 45,Caucasian,0,0,0,1,(F3),"Poss3,4 Methylenedioxymethcath",0,1,54120
Female,46,Greater than 45,Caucasian,0,0,0,0,(F3),Cruelty Toward Child,0,0,5160
Male,52,Greater than 45,African-American,0,0,0,4,(F3),Tampering With Physical Evidence,0,4,3120
Female,53,Greater than 45,Caucasian,0,0,0,1,(F3),Possession of Cocaine,0,1,22080
Male,26,25 - 45,African-American,0,0,1,1,(F1),arrest case no charge,1,1,16320
Male,22,Less than 25,Caucasian,0,0,0,0,(M1),Battery,0,0,16080
Male,49,Greater than 45,Caucasian,0,0,0,0,(F3),Grand Theft Dwell Property,0,0,8520
Male,38,25 - 45,Caucasian,1,0,0,10,(F3),Burglary Structure Unoccup,1,10,80220
Female,36,25 - 45,Hispanic,0,0,0,9,(F3),Felony Driving While Lic Suspd,1,9,78420
Female,22,Less than 25,Other,0,0,0,1,(F3),arrest case no charge,0,1,74520
Female,34,25 - 45,African-American,0,0,0,5,(F3),Driving While License Revoked,1,5,17160
Male,18,Less than 25,African-American,5,0,2,4,(F3),arrest case no charge,1,4,54300
Male,18,Less than 25,African-American,5,0,2,4,(F3),arrest case no charge,1,4,54300
Male,30,25 - 45,African-American,0,0,0,0,(F2),arrest case no charge,0,0,81960
Female,26,25 - 45,Caucasian,0,0,0,3,(F3),Possession Of Alprazolam,1,3,8280
Male,53,Greater than 45,Caucasian,0,0,0,0,(M2),Disorderly Conduct,0,0,24900
Female,23,Less than 25,Caucasian,0,0,0,0,(F3),Possession Of Methamphetamine,0,0,76020
Female,32,25 - 45,Hispanic,0,0,1,8,(M2),Prostitution/Lewd Act Assignation,1,8,660
Male,71,Greater than 45,Caucasian,0,0,0,1,(F6),arrest case no charge,0,1,9720
Male,44,25 - 45,Caucasian,0,0,0,1,(M1),Driving Under The Influence,1,1,18540
Male,53,Greater than 45,Caucasian,0,0,0,9,(F3),Grand Theft in the 3rd Degree,1,9,86040
Male,27,25 - 45,Hispanic,0,0,0,0,(F3),Felony Battery (Dom Strang),0,0,78720
Male,22,Less than 25,African-American,0,0,0,4,(F3),Grand Theft in the 3rd Degree,0,4,1920
Male,27,25 - 45,African-American,0,0,0,6,(F3),Grand Theft In The 3Rd Degree,0,6,15420
Male,27,25 - 45,African-American,0,0,0,4,(F3),Poss Pyrrolidinovalerophenone,1,4,85440
Male,25,25 - 45,Caucasian,0,0,0,2,(F3),Possession of Cocaine,1,2,27180
Male,48,Greater than 45,Caucasian,0,0,0,18,(F3),Felony Petit Theft,1,18,12780
Male,19,Less than 25,Caucasian,0,1,3,1,(F3),Possession of Cocaine,1,1,11220
Male,53,Greater than 45,Caucasian,0,0,0,0,(F3),Aggravated Assault W/dead Weap,0,0,360
Male,52,Greater than 45,Caucasian,1,0,0,18,(F3),arrest case no charge,0,18,55200
Male,39,25 - 45,African-American,0,0,0,0,(M1),Resist/Obstruct W/O Violence,0,0,78840
Male,37,25 - 45,Other,0,0,0,2,(F1),arrest case no charge,1,2,8040
Male,27,25 - 45,African-American,1,0,0,6,(F3),Possession of Cocaine,1,6,16080
Female,29,25 - 45,Caucasian,0,0,0,1,(F3),Possession of Hydromorphone,1,1,300
Female,21,Less than 25,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,1,2,1740
Female,24,Less than 25,African-American,0,0,0,7,(F3),Grand Theft in the 3rd Degree,0,7,9900
Male,33,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,7500
Female,24,Less than 25,Caucasian,0,0,4,1,(M1),DUI Level 0.15 Or Minor In Veh,0,1,64140
Male,46,Greater than 45,Caucasian,0,0,0,1,(F3),Possession of Oxycodone,0,1,79440
Male,32,25 - 45,Hispanic,0,0,0,7,(F3),Driving While License Revoked,0,7,12480
Male,24,Less than 25,Hispanic,0,0,0,2,(F2),Lewd/Lasc Battery Pers 12+/<16,0,2,4860
Female,38,25 - 45,Caucasian,0,0,0,0,(F7),Burglary Assault/Battery Armed,0,0,57360
Male,30,25 - 45,African-American,0,2,2,13,(F3),Grand Theft (Motor Vehicle),1,13,77580
Female,50,Greater than 45,Caucasian,0,0,0,0,(M2),Driving Under The Influence,0,0,19020
Female,22,Less than 25,Other,0,0,0,1,(F3),Crimin Mischief Damage $1000+,0,1,48480
Male,26,25 - 45,Hispanic,0,0,0,0,(M1),Battery,0,0,76080
Male,26,25 - 45,African-American,0,2,2,27,(M1),Battery,1,27,2940
Male,57,Greater than 45,Caucasian,0,0,0,2,(F2),Lewd/Lasc Exhib Presence <16yr,0,2,13080
Male,32,25 - 45,Caucasian,0,0,0,0,(F3),Felony Battery (Dom Strang),0,0,21660
Male,43,25 - 45,Caucasian,0,0,0,0,(F1),arrest case no charge,0,0,6240
Male,22,Less than 25,African-American,0,0,0,0,(M1),Possess Cannabis/20 Grams Or Less,0,0,1620
Female,28,25 - 45,African-American,0,0,0,9,(M2),arrest case no charge,1,9,1560
Male,32,25 - 45,African-American,0,0,0,5,(F3),Possession of Cocaine,0,5,9720
Male,51,Greater than 45,Caucasian,0,0,0,3,(F3),Felony DUI (level 3),0,3,79620
Male,31,25 - 45,Other,0,0,0,0,(F3),Tamper With Witness/Victim/CI,0,0,85920
Male,30,25 - 45,African-American,0,0,0,7,(F3),Fleeing Or Attmp Eluding A Leo,0,7,75000
Male,41,25 - 45,Hispanic,0,0,0,3,(F3),Felony Driving While Lic Suspd,0,3,4020
Male,63,Greater than 45,Caucasian,0,0,0,3,(M1),Tampering With Physical Evidence,0,3,59220
Male,24,Less than 25,Caucasian,0,0,0,1,(F3),Del Cannabis For Consideration,0,1,300
Male,48,Greater than 45,African-American,0,0,0,3,(F3),Child Abuse,1,3,7920
Male,26,25 - 45,Caucasian,0,0,0,0,(M2),Driving License Suspended,1,0,74100
Male,31,25 - 45,African-American,0,0,0,6,(F3),Felony Driving While Lic Suspd,1,6,70920
Male,27,25 - 45,African-American,1,2,1,6,(M2),arrest case no charge,0,6,840
Male,25,25 - 45,African-American,0,0,0,0,(M2),Assault,0,0,69780
Male,36,25 - 45,African-American,1,0,0,7,(F2),Burglary Unoccupied Dwelling,0,7,120
Male,56,Greater than 45,Caucasian,0,0,0,3,(M1),Battery,0,3,15540
Female,29,25 - 45,African-American,0,0,0,1,(M1),Battery,0,1,63000
Female,30,25 - 45,Caucasian,0,0,0,3,(F2),arrest case no charge,1,3,12120
Male,21,Less than 25,Caucasian,0,0,0,1,(F3),Burglary Conveyance Unoccup,0,1,78900
Male,21,Less than 25,African-American,0,0,0,0,(F3),Attempted Robbery  No Weapon,0,0,9420
Male,22,Less than 25,Caucasian,0,0,0,1,(F3),Burglary Conveyance Unoccup,1,1,66300
Female,28,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,79260
Male,35,25 - 45,African-American,0,0,0,2,(F3),Sell or Offer for Sale Counterfeit Goods,0,2,74940
Male,23,Less than 25,Caucasian,0,0,0,0,(F3),Fleeing or Eluding a LEO,0,0,5700
Male,48,Greater than 45,African-American,0,0,0,4,(F3),arrest case no charge,0,4,23400
Male,49,Greater than 45,African-American,0,0,0,14,(M2),arrest case no charge,0,14,82920
Male,22,Less than 25,Caucasian,0,1,2,4,(M1),Battery,1,4,77400
Male,27,25 - 45,Hispanic,0,0,0,5,(F3),Felony Battery (Dom Strang),0,5,79860
Male,37,25 - 45,African-American,0,0,0,2,(F3),arrest case no charge,0,2,62700
Male,33,25 - 45,African-American,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,0,0,83820
Male,44,25 - 45,Caucasian,0,0,0,1,(M1),Battery,0,1,9000
Male,22,Less than 25,African-American,0,0,0,2,(F3),arrest case no charge,0,2,82740
Female,44,25 - 45,African-American,0,0,0,1,(F3),arrest case no charge,0,1,3180
Male,23,Less than 25,African-American,0,0,1,5,(F3),False Imprisonment,1,5,61680
Male,69,Greater than 45,Other,0,0,0,1,(F3),Possession Child Pornography,0,1,79200
Male,22,Less than 25,African-American,0,0,1,0,(M1),Battery,1,0,82440
Male,24,Less than 25,African-American,0,0,0,0,(F3),"Poss3,4 Methylenedioxymethcath",0,0,47340
Male,44,25 - 45,African-American,0,0,0,2,(M2),arrest case no charge,0,2,8280
Male,64,Greater than 45,Caucasian,0,0,0,5,(F3),Felony Driving While Lic Suspd,0,5,8640
Male,26,25 - 45,African-American,0,0,0,4,(M2),Fail Register Vehicle,0,4,65340
Female,26,25 - 45,African-American,0,0,0,0,(M2),Exposes Culpable Negligence,0,0,47640
Male,29,25 - 45,African-American,0,0,0,2,(F3),arrest case no charge,0,2,77040
Male,69,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,81060
Male,26,25 - 45,Hispanic,0,0,1,0,(F3),Possession of Cannabis,0,0,67500
Male,35,25 - 45,Hispanic,0,0,0,1,(F3),arrest case no charge,0,1,80880
Male,30,25 - 45,Caucasian,0,0,0,1,(M2),Driving Under The Influence,0,1,77460
Male,23,Less than 25,Caucasian,0,0,1,3,(F3),Felony Driving While Lic Suspd,0,3,13020
Male,25,25 - 45,African-American,0,0,0,2,(M2),Lve/Scen/Acc/Veh/Prop/Damage,0,2,3720
Male,23,Less than 25,African-American,0,0,0,1,(F2),Burglary Unoccupied Dwelling,1,1,70980
Male,42,25 - 45,Other,0,0,0,1,(F2),Armed Trafficking in Cannabis,0,1,24480
Male,31,25 - 45,African-American,0,0,0,9,(F3),Driving While License Revoked,0,9,19320
Male,23,Less than 25,Caucasian,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0,15120
Female,28,25 - 45,African-American,0,0,0,0,(F7),Burglary Dwelling Assault/Batt,1,0,19320
Male,20,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,8640
Male,41,25 - 45,Caucasian,0,0,0,3,(F3),Possession of Cocaine,0,3,15300
Female,24,Less than 25,Caucasian,0,2,0,7,(M1),Aggravated Battery / Pregnant,0,7,11760
Female,36,25 - 45,Other,0,1,0,6,(F3),Possession of Cocaine,1,6,18720
Male,37,25 - 45,African-American,0,0,0,6,(F3),Felony Driving While Lic Suspd,1,6,78000
Female,21,Less than 25,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,1,4320
Male,27,25 - 45,African-American,0,0,0,8,(F3),Felony Battery w/Prior Convict,1,8,63360
Male,30,25 - 45,Caucasian,0,0,1,2,(M1),Battery,0,2,9960
Male,26,25 - 45,African-American,0,0,0,2,(F3),Fleeing Or Attmp Eluding A Leo,1,2,70800
Male,42,25 - 45,Caucasian,0,0,0,0,(M2),Battery,0,0,25080
Male,23,Less than 25,African-American,0,0,0,8,(F3),Grand Theft in the 3rd Degree,1,8,78120
Male,43,25 - 45,Caucasian,0,0,0,1,(F1),arrest case no charge,0,1,58560
Male,22,Less than 25,African-American,0,0,0,3,(F3),Grand Theft in the 3rd Degree,0,3,14760
Female,55,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,86100
Male,29,25 - 45,African-American,0,0,0,0,(F3),Possession of Cocaine,0,0,69060
Male,44,25 - 45,African-American,0,0,1,16,(F2),Deliver Cocaine,0,16,84660
Male,38,25 - 45,Caucasian,0,0,0,0,(F3),Possession Of Alprazolam,1,0,32520
Male,33,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,73500
Male,24,Less than 25,Caucasian,0,0,0,1,(F3),arrest case no charge,1,1,82080
Male,23,Less than 25,African-American,0,0,0,0,(M1),Battery,0,0,84840
Female,64,Greater than 45,African-American,0,0,0,0,(F3),Solicit Deliver Cocaine,0,0,5280
Male,48,Greater than 45,Other,0,0,0,0,(M1),Battery,0,0,81480
Male,36,25 - 45,Caucasian,0,0,0,1,(M1),DUI Level 0.15 Or Minor In Veh,0,1,18300
Male,32,25 - 45,African-American,0,1,2,11,(F3),Driving While License Revoked,1,11,14760
Male,59,Greater than 45,African-American,0,0,0,0,(M1),DUI Property Damage/Injury,0,0,2940
Female,39,25 - 45,African-American,0,0,0,0,(F3),Grand Theft (Motor Vehicle),1,0,59460
Male,30,25 - 45,Caucasian,0,0,0,0,(M1),DUI Property Damage/Injury,0,0,84780
Female,22,Less than 25,African-American,0,0,0,1,(M1),Battery,0,1,86040
Male,20,Less than 25,African-American,0,0,0,2,(F3),arrest case no charge,1,2,25980
Male,21,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,19200
Male,24,Less than 25,Caucasian,0,0,0,0,(F3),Poss Meth/Diox/Meth/Amp (MDMA),0,0,19380
Male,49,Greater than 45,Hispanic,0,0,0,2,(M2),Petit Theft,1,2,2400
Male,55,Greater than 45,African-American,0,0,0,10,(F3),Possession of Cocaine,0,10,23760
Male,50,Greater than 45,Caucasian,0,0,0,2,(F3),Possession Of Methamphetamine,0,2,3420
Male,30,25 - 45,African-American,0,0,0,3,(M1),Battery,0,3,15300
Male,51,Greater than 45,African-American,0,0,0,12,(F3),Possession of Cocaine,1,12,53220
Male,21,Less than 25,African-American,0,2,0,2,(M1),Dealing In Stolen Property,1,2,86220
Male,21,Less than 25,African-American,1,0,2,1,(F2),arrest case no charge,1,1,85560
Male,24,Less than 25,African-American,0,0,0,1,(F3),Grand Theft (Motor Vehicle),0,1,64620
Male,31,25 - 45,African-American,0,0,0,1,(F3),Poss Unlaw Issue Driver Licenc,0,1,78420
Male,22,Less than 25,African-American,0,0,0,2,(F3),False Ownership Info/Pawn Item,0,2,3120
Male,23,Less than 25,African-American,0,0,0,2,(M1),Trespass On School Grounds,1,2,83580
Male,23,Less than 25,Hispanic,0,0,0,0,(M1),Possess Cannabis/20 Grams Or Less,0,0,2280
Male,32,25 - 45,African-American,0,0,0,4,(F2),Burglary Unoccupied Dwelling,1,4,7500
Male,28,25 - 45,African-American,0,0,0,11,(F3),Neglect Child / No Bodily Harm,1,11,18780
Male,28,25 - 45,African-American,0,0,0,11,(F3),Neglect Child / No Bodily Harm,1,11,18780
Male,50,Greater than 45,Caucasian,1,0,0,16,(F3),arrest case no charge,1,16,11760
Male,24,Less than 25,African-American,0,0,1,0,(F2),Burglary Unoccupied Dwelling,0,0,26220
Female,19,Less than 25,African-American,0,0,0,1,(F3),arrest case no charge,1,1,18240
Male,31,25 - 45,Other,0,0,0,1,(M1),Battery,0,1,82320
Male,29,25 - 45,African-American,0,0,0,3,(F3),arrest case no charge,1,3,240
Male,41,25 - 45,African-American,0,0,0,6,(F3),Grand Theft in the 3rd Degree,1,6,19500
Male,28,25 - 45,African-American,0,0,0,4,(M1),Battery,1,4,8160
Male,21,Less than 25,African-American,0,0,0,0,(F3),Uttering a Forged Instrument,0,0,1320
Male,29,25 - 45,Caucasian,0,0,0,6,(F3),Uttering a Forged Instrument,1,6,56880
Male,49,Greater than 45,Caucasian,0,0,0,0,(F3),Offer Agree Secure/Lewd Act,0,0,16920
Male,59,Greater than 45,African-American,0,0,0,39,(F3),Burglary Structure Unoccup,0,39,27420
Male,36,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0,17520
Male,28,25 - 45,Caucasian,0,0,0,7,(M2),arrest case no charge,0,7,74400
Male,26,25 - 45,Hispanic,0,0,0,0,(F3),Uttering a Forged Instrument,0,0,13800
Male,36,25 - 45,Other,0,0,0,4,(F3),arrest case no charge,0,4,7620
Male,42,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,71520
Female,43,25 - 45,Other,0,0,0,1,(F3),arrest case no charge,0,1,78900
Male,38,25 - 45,African-American,0,0,0,4,(M1),Battery,0,4,72960
Male,30,25 - 45,Other,0,0,0,2,(F3),Grand Theft in the 3rd Degree,0,2,62820
Male,22,Less than 25,African-American,0,0,1,3,(F2),Burglary Dwelling Occupied,1,3,3360
Male,46,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,1,0,67800
Male,54,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,83940
Male,38,25 - 45,African-American,0,0,0,0,(F3),Cruelty Toward Child,1,0,12840
Male,36,25 - 45,African-American,0,0,0,0,(F3),Possession of Cannabis,0,0,71460
Male,31,25 - 45,African-American,0,0,0,11,(F3),False Imprisonment,0,11,3360
Female,27,25 - 45,African-American,0,1,0,10,(M2),Driving License Suspended,1,10,68760
Male,22,Less than 25,Caucasian,0,0,0,6,(F3),Crimin Mischief Damage $1000+,1,6,78780
Male,29,25 - 45,African-American,0,0,0,11,(M2),Operating W/O Valid License,0,11,77700
Male,23,Less than 25,African-American,0,0,0,6,(F3),Grand Theft in the 3rd Degree,1,6,6600
Male,39,25 - 45,African-American,0,0,0,2,(M1),Driving Under The Influence,0,2,9480
Male,47,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,75960
Male,26,25 - 45,African-American,0,0,0,7,(F3),Grand Theft in the 3rd Degree,1,7,76860
Female,21,Less than 25,African-American,0,0,0,0,(F2),Burglary Dwelling Assault/Batt,1,0,33240
Male,55,Greater than 45,African-American,0,0,0,12,(F3),arrest case no charge,0,12,53040
Male,63,Greater than 45,African-American,0,0,0,2,(M1),Viol Injunct Domestic Violence,0,2,63120
Male,27,25 - 45,African-American,0,0,0,2,(F3),Possession of Cocaine,1,2,77520
Male,55,Greater than 45,Caucasian,0,0,0,27,(M1),Battery,0,27,69480
Male,60,Greater than 45,Caucasian,0,0,0,3,(F3),Felony/Driving Under Influence,0,3,84420
Male,57,Greater than 45,Caucasian,0,0,0,21,(M2),arrest case no charge,1,21,39960
Female,20,Less than 25,Hispanic,0,0,0,0,(M1),Battery,0,0,75240
Male,54,Greater than 45,Other,0,0,0,2,(M1),Battery,1,2,4680
Male,26,25 - 45,Caucasian,0,0,0,0,(F2),Harm Public Servant Or Family,1,0,64200
Male,37,25 - 45,Caucasian,0,0,0,1,(M1),Battery,0,1,75240
Male,25,25 - 45,African-American,0,0,0,4,(M2),Operating W/O Valid License,0,4,3720
Male,34,25 - 45,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,12360
Male,60,Greater than 45,African-American,0,0,0,7,(F3),Possession of Cocaine,0,7,22980
Female,48,Greater than 45,Hispanic,0,0,0,4,(F3),arrest case no charge,1,4,27780
Male,25,25 - 45,African-American,1,1,0,2,(F3),Possession Of Methamphetamine,1,2,82260
Male,57,Greater than 45,Other,0,0,0,0,(F3),Agg Assault W/int Com Fel Dome,1,0,58440
Male,46,Greater than 45,Caucasian,0,0,0,2,(F3),"Poss 3,4 MDMA (Ecstasy)",0,2,79020
Male,21,Less than 25,Hispanic,0,0,0,0,(F3),Burglary Conveyance Unoccup,1,0,71400
Male,32,25 - 45,African-American,0,0,1,8,(F3),Uttering a Forged Instrument,0,8,1080
Female,25,25 - 45,African-American,0,0,0,5,(F2),Agg Battery Grt/Bod/Harm,1,5,71580
Male,30,25 - 45,African-American,0,0,0,14,(M2),arrest case no charge,0,14,69420
Female,20,Less than 25,Caucasian,0,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0,0,34020
Male,35,25 - 45,African-American,0,0,0,4,(F3),Possession of Cocaine,1,4,74460
Female,33,25 - 45,African-American,0,0,0,2,(F3),Grand Theft (Motor Vehicle),1,2,5280
Male,18,Less than 25,African-American,4,0,0,3,(F2),arrest case no charge,0,3,10320
Male,26,25 - 45,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,1,2,75960
Male,26,25 - 45,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,1,2,75960
Male,49,Greater than 45,Caucasian,0,0,0,10,(F3),Grand Theft in the 3rd Degree,1,10,82800
Male,53,Greater than 45,Caucasian,0,0,0,3,(F3),Felony Driving While Lic Suspd,0,3,7440
Male,29,25 - 45,African-American,0,0,0,2,(M2),Petit Theft,0,2,22800
Male,39,25 - 45,Caucasian,0,0,0,3,(F3),arrest case no charge,0,3,84720
Male,28,25 - 45,Caucasian,0,0,0,6,(M2),arrest case no charge,1,6,70500
Male,53,Greater than 45,African-American,0,0,0,20,(F3),arrest case no charge,0,20,14040
Male,57,Greater than 45,Hispanic,0,0,0,1,(M1),DUI Level 0.15 Or Minor In Veh,0,1,7980
Male,44,25 - 45,Caucasian,0,0,0,5,(F3),arrest case no charge,0,5,5700
Male,29,25 - 45,African-American,0,1,0,3,(F3),arrest case no charge,1,3,5040
Male,29,25 - 45,African-American,0,1,0,3,(F3),arrest case no charge,1,3,5040
Male,27,25 - 45,Caucasian,0,0,0,0,(F7),Burglary Dwelling Armed,0,0,69060
Male,22,Less than 25,African-American,0,0,0,2,(F3),Burglary Conveyance Unoccup,0,2,8340
Male,39,25 - 45,Caucasian,0,0,0,4,(M2),Fail Register Vehicle,0,4,3240
Male,48,Greater than 45,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0,600
Male,29,25 - 45,Hispanic,0,0,0,0,(M2),Disorderly Conduct,1,0,18060
Male,25,25 - 45,Caucasian,0,0,0,1,(M1),Battery,1,1,4320
Male,67,Greater than 45,Caucasian,0,0,0,0,(F3),Cruelty Toward Child,0,0,71280
Male,29,25 - 45,African-American,0,0,1,2,(M1),Agg Fleeing and Eluding,1,2,19080
Female,53,Greater than 45,African-American,0,0,0,3,(F3),Grand Theft in the 3rd Degree,0,3,27060
Male,23,Less than 25,Caucasian,0,0,0,1,(F3),"Poss3,4 Methylenedioxymethcath",0,1,36120
Male,49,Greater than 45,African-American,0,0,0,0,(F3),Possession of Cocaine,0,0,70320
Female,56,Greater than 45,Caucasian,0,0,0,8,(F3),DWI w/Inj Susp Lic / Habit Off,0,8,18120
Female,44,25 - 45,Caucasian,0,0,0,0,(M1),Driving Under The Influence,1,0,62040
Male,28,25 - 45,African-American,0,0,0,3,(F3),Deliver Cannabis,0,3,1560
Female,55,Greater than 45,Hispanic,0,0,0,0,(F2),Aggravated Battery / Pregnant,0,0,60240
Male,26,25 - 45,African-American,1,0,0,10,(F3),Resist Officer w/Violence,1,10,4620
Male,51,Greater than 45,Caucasian,0,0,0,2,(F3),Grand Theft in the 3rd Degree,1,2,70680
Male,46,Greater than 45,African-American,0,0,0,0,(M1),Battery,1,0,70920
Male,30,25 - 45,Caucasian,0,0,0,1,(F3),Possession of Cocaine,1,1,68940
